2805,2805,2805,2805
3176,3176,3176,3176
3469,3469,3469,3469
3291,3291,3291,3291
4581,4886,4797,2472
5202,4995,4618,2251
5554,4995,4641,2375
5362,5476,5061,2334
9210,8831,7593,1814
9593,11050,8338,1864
9442,10274,8417,1799
8910,9974,7469,1823
18090,17722,14941,1887
19387,18986,16172,2003
18415,19462,16411,1928
18233,19410,15374,2028
