3638,3638,3638,3638
3811,3811,3811,3811
3961,3961,3961,3961
4081,4081,4081,4081
6990,6749,6691,5250
7289,7054,7175,5716
7265,7667,7330,5284
7309,7458,7160,5662
13198,14076,13871,7467
14538,14955,14001,7908
14014,14772,14954,7157
14231,14802,14550,7312
21266,22189,21191,9205
24380,25013,23643,9627
24462,24906,23903,10245
24486,25446,24441,9367
