2305,2529,2880,2272,2228,2068,1941,1444,1179,1167,NaN
2328,2559,2518,2430,2290,2274,2120,1454,1253,1105,NaN
2369,2430,2868,2495,2125,2062,2049,1503,1149,1065,NaN
2471,2565,2923,2660,1962,2056,2111,1433,1086,1147,NaN
3041,2828,2952,2751,2763,2050,1971,1330,1247,1146,NaN
3161,2851,3225,3075,2561,2211,1939,1443,1250,1146,NaN
2818,3217,3354,3255,NaN,NaN,NaN,1499,NaN,NaN,NaN
2783,2726,3062,2582,2444,2176,2123,1385,1103,1095,NaN
2779,2950,2938,2771,2730,2481,2104,1409,1205,1088,NaN
2859,3039,3290,2756,2487,2306,2366,1366,952,993,NaN
2774,2671,3510,3002,2284,2624,2198,1324,1060,949,NaN
3300,3158,3260,2968,3104,2167,2231,1335,1127,1080,NaN
3509,3170,3643,3379,2753,2069,2219,1402,1252,1105,NaN
3288,3527,3617,3387,2715,NaN,NaN,1626,NaN,NaN,NaN
3072,3181,3448,2835,2434,2238,2105,1357,948,1067,NaN
3143,2859,3647,3057,2707,2574,2061,1410,1177,979,NaN
3663,3555,3488,2905,2559,2504,2205,1277,932,958,NaN
3184,3356,3749,3266,2527,2744,2499,1372,1009,958,NaN
3741,3719,3591,3459,3410,2211,2263,1261,1063,1044,NaN
4168,3439,4110,3700,3026,2529,2194,1174,1180,954,NaN
3762,4083,4250,3993,2907,NaN,NaN,1450,NaN,NaN,NaN
4269,4009,4062,3163,2768,2440,2026,1367,855,913,NaN
3872,3673,4308,3972,2698,2715,2222,1259,1158,1306,NaN
3766,4056,4295,3277,2825,2574,2226,1219,996,939,NaN
3687,4176,4435,3456,2669,2812,2581,1343,970,962,NaN
4386,4219,4127,3728,3593,2470,2381,1357,851,925,NaN
4781,4289,4700,4141,3841,2464,2534,1322,910,873,NaN
4746,4833,4815,4594,3049,NaN,NaN,1410,NaN,NaN,NaN
4852,4771,4427,4397,NaN,2470,2265,1215,935,912,NaN
4460,4284,4559,4131,3170,2698,2408,1402,1038,1200,NaN
5529,4803,4782,3552,2974,2630,2521,1179,998,935,NaN
4345,4801,4928,4035,3411,3039,2456,1187,877,772,NaN
4970,4766,4717,3999,3862,2727,2464,1081,955,770,NaN
5459,4777,5408,4883,4120,2484,2519,1021,1030,822,NaN
5443,5230,5695,5084,NaN,NaN,NaN,1372,NaN,NaN,NaN
5458,5470,4799,4809,3883,2653,2224,1166,913,856,NaN
4865,5307,5529,4635,4120,3325,2400,1265,1043,1166,NaN
6064,5419,5208,4749,3200,3315,2605,1203,904,893,NaN
5701,5117,4987,4423,3536,3215,2703,1181,855,954,NaN
5584,5263,5116,4390,4056,2724,2448,1018,797,900,NaN
6237,5475,5946,5187,4443,2534,2564,1201,821,827,NaN
6350,6071,6402,5456,3631,NaN,NaN,1443,NaN,NaN,NaN
5974,5844,5480,5536,3964,2824,1976,1571,915,897,NaN
6514,6063,6448,5091,4265,3598,2392,1122,997,1146,NaN
7041,6062,5926,5057,3366,3331,2706,1657,783,778,NaN
6608,5662,6040,4569,3577,3213,2733,1159,955,867,NaN
6350,5959,5731,4934,4395,2873,2320,1466,852,736,NaN
6924,6355,6605,5685,4978,2656,2676,1082,794,780,NaN
7030,7112,6926,6097,4341,NaN,NaN,NaN,NaN,NaN,NaN
7273,7083,6055,5888,4208,2594,2043,1344,941,909,NaN
7393,6980,6688,5597,4430,3655,2804,1392,976,1148,NaN
8304,6680,6489,5216,3078,3472,2805,1537,869,1156,NaN
7648,6308,6693,5032,3678,3260,2929,1132,825,1161,NaN
7220,6427,6116,5344,4707,3074,2300,1440,826,742,NaN
8020,6834,7479,6472,5190,4454,2749,1151,799,799,NaN
7986,8001,7932,6530,4474,NaN,NaN,1731,NaN,NaN,NaN
8101,7844,6829,6414,4475,NaN,2075,1327,883,707,NaN
8735,7383,7166,6342,4823,3575,2687,1366,871,1089,NaN
