2772360,2772360,2629040,2840920,2823800,2823800,2629040,2823800,2772360
3261680,2823800,2772360,2629040,2840920,2870480,2772360,2840920,2823800
2823800,2840920,2840920,3261680,2629040,2772360,2840920,3261680,3261680
2840920,2629040,3261680,2726600,2772360,2840920,2823800,3261680,2629040
3261680,2726600,2726600,2772360,2840920,2772360,2726600,2823800,2840920
3598440,3653720,3282280,3825360,3742000,3632520,3715960,3621640,3698160
2575240,3797200,3723680,3745720,3812840,3885040,3510120,3645120,3778320
3720240,3804200,3906320,3666280,3649200,3722160,3587000,3547480,3457680
3409200,3680080,4137600,3459760,3652160,3656840,3498560,3404960,3419840
3702080,3654080,4009920,3439360,3399240,3866160,3606960,3632640,3454480
3227160,3810800,2912280,3792120,2678240,3065000,3523840,2565920,3162800
3390320,3157000,3030080,3440400,3338560,3340120,3409320,2822200,3362640
3651440,2981200,3500080,3299160,3660080,3018560,3096680,3523880,3187240
3273720,3374720,4119880,3268640,3583360,3562360,3077240,3145920,3044640
3520480,3131760,3972720,3243440,3035800,3871000,2514480,3144960,2520480
3681280,5161560,3927640,3548320,3707280,3610040,4589400,2985800,3102360
3954600,4536120,3393520,3034720,3950920,3104320,4154440,3782760,3133520
4074720,3645080,3666160,4199680,4927320,4166360,3766360,4911920,3186880
4023880,3682320,4771760,3251880,4184240,2946920,3798640,4139160,3060640
4199680,3360680,4890200,3556200,3890800,4897920,3279760,3114400,3304680
3468160,5458160,1752640,4661160,3398320,3088880,5037840,3084480,1814080
3326360,4896480,3674320,3330960,5352200,2864920,4257520,3586280,3252440
3645880,3613960,3195600,2026880,5266840,2922960,3320040,4547960,3409000
4018720,2729760,5555280,3119160,4392400,3118800,3525840,3349400,2617960
3712000,3172000,5842880,4021120,3138760,5400960,3189960,2102960,2461840
