154040,168760,157480,162760,168760,168760,154040,131120,131120
163600,157480,164480,162320,157480,163600,168760,153000,153440
154040,153000,153440,168760,157480,157640,157480,162320,153000
153440,164480,164480,168760,163600,164480,131120,163600,162320
168760,168760,164480,162320,163600,168760,163600,131120,157480
126920,119240,148120,143680,104120,61560,55680,43800,41320
124680,131080,126360,130240,79000,69960,47200,41520,43960
126840,125160,135200,153080,92040,55360,49560,53560,42880
156280,137480,147520,140880,93160,65480,54200,48160,45120
168280,190280,169680,152560,100720,73880,63760,66600,47840
93640,84880,110920,108800,39800,22920,11960,13240,7640
79480,100840,130560,148480,43360,20520,10880,8760,7360
80720,100320,91840,110440,44760,23520,10280,14920,7880
137560,98720,152520,105080,44280,45520,11200,14560,15400
109880,96920,114040,123560,40600,27360,17560,8960,9480
51400,133960,71560,70360,22360,11160,3920,14560,3560
53680,69560,101480,61680,22440,12560,2800,2880,3840
65320,72040,63760,90320,22960,16360,2320,9600,3320
93040,61240,76600,67800,30320,14560,3680,2960,15160
54960,68640,90520,107920,26600,13160,3280,6280,4240
