1268720,1488200,1509840,1701560,1502040,1739280,1394960,1494400,1681480
1589480,1418320,1389400,1418320,1872240,1872240,1446400,1429200,1701560
1380920,1488200,1389400,1466240,1466240,1589480,1466240,1504360,1872240
1380920,1389400,1488200,1488200,1380920,1418320,1268720,1791840,1701560
1418320,1504360,1504360,1429200,1446400,1418320,1466240,1388920,1701560
1379440,1293600,1430920,1430960,1282120,1235960,1018120,1081760,332560
1241480,1339520,1373640,1363600,1366400,1382240,1016800,1069840,335600
1284840,1283840,1349360,1316720,1465920,1222160,1009800,973200,331720
1384000,1253480,1316120,1182280,1297040,1211720,1104200,1062800,321400
1192280,1353800,1254480,1377040,1632240,1146760,990200,1123560,328560
957760,987120,1006280,1066480,1073440,973520,917280,948640,188200
937360,1046160,1041120,1038480,1030000,952760,753200,799800,185680
836560,1022040,1101160,1057040,1014480,1000040,722800,785880,184440
818240,850560,902160,918160,936040,846760,754440,733680,176640
847640,1087800,1170440,1132960,1174400,1051920,858440,987680,184040
700840,873680,1181320,1158880,970840,839200,724000,782000,119600
682840,980960,895400,895840,903360,888960,740240,764800,110920
816280,902680,911640,1076800,1075080,917320,847440,743800,107120
518520,646160,743000,858840,772120,728880,1052280,649200,130960
720560,796720,987640,1079960,1189280,961240,860320,730280,117960
410360,578400,532000,657920,705200,592640,700520,523600,58120
406800,738800,643560,698400,675440,593400,500880,520000,56080
342240,580320,627440,675680,622320,596160,484440,586800,56040
263880,435000,457360,542280,502320,381240,402960,444280,65680
404320,590440,680960,663160,631120,747000,790200,581520,55600
