2726600,2870480,2823800,2629040,2772360,2870480,2726600,2629040,2629040
2772360,2823800,2726600,2823800,3261680,2772360,2840920,2823800,3261680
2726600,2840920,2823800,2870480,2823800,2840920,2823800,2726600,3261680
2840920,2823800,2772360,2772360,3261680,2629040,3261680,2726600,2772360
2772360,2726600,3261680,2772360,2772360,2629040,2823800,2772360,2629040
3598440,3692480,3824120,3912920,2899600,1981280,827760,572000,214320
2575240,4699280,3666400,4044880,2929800,1874400,805000,666920,220360
3720240,4113280,4185600,4279520,3080960,1836920,871240,626800,219000
3409200,3514960,4554240,4261760,2915760,1775360,806880,671440,208920
3702080,3953040,3929160,3958760,3074040,1714360,798160,704360,242520
3227160,3506040,3843320,3776040,303840,69720,53840,54080,64800
3390320,3705840,3874680,3865640,298120,62040,40680,34640,51560
3651440,3758280,3859480,4131640,434880,59840,37600,36840,55800
3273720,3572600,3974240,3708400,387920,64960,38360,38800,62320
3520480,3710480,3741480,3906720,291480,91440,62000,64680,77600
3681280,4623680,4725440,4734880,267400,61440,49720,49960,74760
3954600,4480040,5082920,4847680,243360,40200,31200,33040,60480
4074720,4905160,4977680,5105200,305080,50000,33520,34960,63320
4023880,4708680,4958320,4778480,242960,47320,37680,37760,70080
4199680,4375560,4963640,4911280,228760,75120,63240,73600,96520
3468160,4613920,4979240,5839400,209240,50400,42120,41880,63720
3326360,4708600,5465040,5363160,240560,36600,27880,28760,65800
3645880,4461120,5786560,6273440,187240,38720,31520,33000,66800
4018720,5207880,6418880,6987560,145760,42760,37120,36280,71520
3712000,5186560,6990880,7121040,322560,84480,75920,72040,110600
