1504360,1791840,1488200,1509840,1494400,1494400,1681480,1429200,1504360
1502040,1388920,1509840,1494400,1681480,1791840,1872240,1380920,1872240
1502040,1429200,1681480,1502040,1701560,1446400,1872240,1466240,1509840
1791840,1504360,1494400,1559720,1268720,1380920,1502040,1502040,1589480
1791840,1872240,1494400,1701560,1389400,1388920,1502040,1268720,1466240
1169400,1224480,1288560,1363200,1396960,1162960,1379040,1327240,471560
1256680,1315040,1431760,1384320,1390760,1374120,1350720,1319760,490040
1321160,1392880,1448240,1480880,1430400,1443760,1306560,1327600,438800
1289160,1337960,1315520,1312680,1398120,1336720,1318240,1236960,444680
1259040,1343200,1310960,1294800,1415920,1274840,1305840,1202640,431440
1113680,1030720,1013160,1101440,1130800,1065200,1081480,959120,350480
827040,1024680,971520,1037200,1050920,1088480,928200,1014360,356320
922640,1015040,1036880,1045440,1085800,1090440,833840,930560,330480
865280,1044440,1072560,1075600,1117760,1081720,902040,914560,319400
907920,1062520,1039080,1015320,1080440,1033360,925520,877600,333640
699480,1001800,1040080,1012280,1025320,983680,936200,871640,364640
680640,919680,1046120,1053280,1064840,975920,800760,771680,349560
718720,1016840,947520,1046480,987840,1001880,920200,831960,326400
778600,838800,978840,846040,1055800,890200,791360,812280,322960
803880,951120,945040,1372080,1015160,960640,858640,824240,300080
514520,708360,731640,803760,853440,738360,531760,513640,223600
431200,607600,658720,763480,790200,704280,583880,468160,199680
474320,670120,659480,585480,683960,663280,564720,449280,206200
473760,647520,698720,722480,673960,740960,581160,511800,199560
440440,680480,668680,752680,779680,660640,530160,542040,223160
