592880,571680,632520,615440,538880,571680,592880,652760,652760
609760,632520,614480,560680,632520,549200,538880,730040,734120
592880,730040,734120,571680,632520,583440,632520,560680,730040
734120,614480,614480,538880,609760,614480,652760,549200,560680
538880,538880,614480,560680,549200,538880,609760,652760,632520
649920,748120,955080,523840,200680,137520,81440,76280,77240
871040,872840,939040,613120,218280,169600,108880,74920,88280
857720,1001120,1031840,533280,241480,150200,93000,74280,86000
930120,937640,886240,527560,210720,146440,92160,93520,82360
897840,932280,968160,532720,229360,132840,90440,78680,76000
687120,752920,772200,567320,163080,137880,87240,73000,66000
756960,899600,828800,603640,161520,147280,76640,68840,72160
641080,882280,977800,542720,186240,130840,78560,84440,76920
862480,834760,797840,542280,158440,111280,72000,63680,76680
680400,889760,824480,475320,229280,124400,75720,87000,63080
499200,560920,505840,434560,106640,80640,56400,39920,47840
586200,576080,606240,415840,123000,109400,49600,71680,40600
633360,609440,662200,416080,130640,74960,83520,42120,81560
570880,595440,558800,448160,138600,79320,54920,50280,52680
522520,647800,612200,414600,156880,105320,53280,47280,44440
343320,400720,397880,298680,105720,35920,25000,58840,18960
353400,400600,438080,321920,96200,36680,23440,20640,19000
379280,458520,469600,320120,86520,44520,21960,40720,35440
409720,512080,631600,319000,136560,45800,118040,29520,39880
401440,472560,502520,466800,110000,38880,26680,24840,31880
