162320,153440,168760,131120,157480,153000,131120,162320,157640
164480,157480,163600,164480,168760,162760,157640,157480,153440
131120,157480,163600,157480,168760,162760,153000,158000,163600
153000,157480,157480,164480,153000,157640,163600,131120,168760
153000,163600,163600,153000,164480,164480,131120,163600,154040
126920,178840,165640,160480,161120,128280,144720,151160,125320
124680,160880,122120,168840,162720,127480,172320,134480,130920
126840,195360,140080,141560,156360,125640,155120,176760,151080
156280,169480,137880,168360,205080,140240,149600,150720,136680
168280,167640,151360,152160,168120,171280,136040,146720,135280
93640,133560,83920,99920,90400,66040,97000,100560,55240
79480,103880,70680,82360,105640,65920,99200,111480,80160
80720,120160,64880,81160,157880,72160,92680,134600,63160
137560,90960,84680,88080,173400,74960,93760,131880,69960
109880,93840,146360,86880,84040,123960,72200,76200,76080
51400,120280,60000,53800,35240,36240,116080,46800,40160
53680,53040,39280,52560,70000,30320,57400,46520,33840
65320,57080,35680,45440,72280,33560,45040,127680,20320
93040,47920,72760,38440,67880,36920,31240,64480,33400
54960,45640,150000,50440,57080,63720,48760,39160,30560
