3072,3072,3072,3072
3157,3157,3157,3157
3003,3003,3003,3003
2901,2901,2901,2901
4695,4332,4056,2329
4695,4251,4249,2280
4242,4311,3836,1956
3627,3428,3314,1779
8567,8364,7431,2666
8405,7514,6826,2760
8418,8054,7754,2575
6979,7904,5903,2343
16095,16095,13383,2424
17045,17045,12661,2283
16351,16351,12187,2095
13609,13609,10556,1860
