3678,3678,3678,3678
4066,4066,4066,4066
3972,3972,3972,3972
4081,4081,4081,4081
5433,5158,5078,4576
5933,5363,5398,4798
6320,5694,5356,4750
6182,5739,5471,4842
10117,8923,8813,5475
11151,9913,9103,5967
11698,10027,8952,6171
11644,9722,8913,6117
17691,15470,14211,7409
19228,15772,15188,6805
18711,16803,14696,7157
19624,16776,14057,7119
