168760,158000,163600,162760,131120,153000,157640,164480,164480
168760,164480,158000,157480,157640,131120,162760,164480,164480
163600,163600,162320,158000,131120,162760,162320,162320,163600
153440,154040,163600,153000,157480,168760,154040,168760,164480
162320,162760,168760,157480,168760,153440,153440,164480,164480
126920,182280,173360,176080,190040,193920,158440,140160,74200
124680,168760,183280,182920,156520,171400,155760,155200,75960
126840,192560,176360,164160,178320,176720,170840,148840,71040
156280,137240,161040,176880,176480,181720,160160,134960,69400
168280,59640,59120,55000,150000,101960,54520,28160,7320
93640,120960,120600,188000,119120,126920,119640,69360,24040
79480,115320,201560,120120,118680,196720,108040,81000,21560
80720,122400,111680,122960,147400,119880,139040,73120,29960
137560,114320,150200,118680,127200,118920,103840,81280,20160
109880,132840,130200,165440,145840,127800,147840,132240,127720
51400,71760,64600,87760,96840,85000,55480,34960,9920
53680,60040,70440,79920,71880,77560,67120,35400,9080
65320,73960,79480,79680,71440,111640,55640,34440,7120
93040,63280,63960,80120,73320,78840,50040,39120,7720
54960,65440,78360,84440,81880,70360,75560,65160,89800
