2629040,2726600,2870480,2840920,2772360,2629040,3261680,2870480,3261680
2726600,2772360,2772360,2870480,2823800,2629040,2772360,2870480,2823800
2840920,2823800,2629040,2726600,2870480,2772360,2840920,2629040,2823800
2772360,2840920,2840920,2772360,2629040,3261680,2772360,2870480,3261680
2726600,2823800,2870480,2726600,2772360,2870480,3261680,2629040,2629040
3598440,3478040,4354960,4008360,3799480,3926160,4075480,4054360,3954200
2575240,3560960,3670000,3754000,3756240,3909360,3706840,3871800,3893760
3720240,3159240,3379240,3658200,3778800,3577480,3578600,3461120,3522040
3409200,3656280,3747640,3922560,3735280,3781560,3708960,3633280,3840200
3702080,3160960,3581840,3929760,4038920,3999480,3844640,3974520,3887560
3227160,3371640,3660280,3752520,3685680,3705960,3932600,3891920,3807000
3390320,3743920,3693920,4083880,3906880,3992520,3770520,3915600,3954440
3651440,3422240,3730960,3535200,3847120,3724960,3552840,3688280,3637000
3273720,3562160,3807880,3820080,3873480,3984440,3739280,3889840,3760880
3520480,3011960,3170560,2907640,3199520,3130000,3211880,3267040,3205840
3681280,4168200,5029960,4950400,4797080,4898760,4249760,4941360,5214600
3954600,4678960,4890040,4867320,5089440,4941720,4979840,5026320,5183160
4074720,4591280,4915000,4483160,4863000,5083080,4922360,5003760,4879560
4023880,4553960,4748480,5042520,4972240,5247480,4916920,4988400,5145960
4199680,4050160,3860600,4127680,4464760,4579480,4106960,4579440,4664680
3468160,5694520,5153760,5503720,5289480,6589960,6370680,5448320,6306240
3326360,4730400,5956680,6640680,6565120,6384400,6300280,6095840,5410360
3645880,5370600,5000040,4653640,4864680,4999920,5097320,6043360,5269120
4018720,5055240,5184360,6254880,5994800,5759520,5681960,5716480,5537920
3712000,4920520,4713920,5314320,4909280,5470320,5840000,5499360,5347160
