582720,663760,626000,572200,618240,618680,624680,604040,604040
582720,604040,663760,659960,624680,618240,572200,604040,604040
663360,663360,494440,663760,618240,572200,494440,494440,626000
632880,615800,626000,618680,659960,602760,615800,602760,604040
494440,572200,602760,659960,602760,632880,632880,604040,604040
571720,696080,738360,694640,735120,712000,711880,743640,353800
825000,693240,755960,719680,698160,725160,700920,688920,390200
840920,709720,692920,695120,652200,688680,724560,696080,411760
773960,724160,723520,730520,687160,727400,684600,705200,368520
787640,792880,627840,800800,591560,611920,663040,690440,58680
684160,875200,851960,770280,782920,783720,806760,776240,235480
782080,849520,821200,739720,754240,758840,743720,815360,266600
797520,764600,899920,797920,804520,840360,761960,642120,214200
728360,806240,832520,757960,801360,812480,756600,728520,172360
816280,759240,757680,796000,871240,744400,683640,768080,25120
724400,791360,842880,743840,854160,810480,832360,688280,100520
850320,793360,812320,722160,780680,914800,721320,718440,109200
765880,767960,748040,880800,841600,799040,690800,759280,93880
845360,774800,728280,672760,768840,891120,757040,711040,70680
917320,811920,764440,766080,863440,785040,684920,592200,16840
595640,536600,470920,530360,557200,622800,575040,537840,56960
663240,591920,614960,515640,614680,600200,576200,608360,52240
635840,608280,703080,615640,610480,648360,520560,616560,54720
624320,550920,626200,621320,627480,674680,628200,621120,40200
667920,557720,621240,583680,626280,532000,445920,444960,12480
