1394960,1701560,1701560,1504360,1268720,1559720,1504360,1681480,1268720
1701560,1466240,1589480,1504360,1466240,1872240,1739280,1872240,1589480
1872240,1589480,1446400,1791840,1268720,1380920,1488200,1380920,1418320
1739280,1466240,1380920,1488200,1791840,1701560,1418320,1504360,1394960
1388920,1488200,1418320,1466240,1488200,1466240,1466240,1389400,1872240
1192280,1292480,962520,1171160,965560,991240,1442480,975320,1037920
1208560,1259000,966960,991200,1331880,973440,1120160,986000,1057800
1416640,1162600,954920,1056680,1450840,1096000,1049160,1308560,1047680
1398760,1020280,1440080,1081880,1149360,1141080,953040,1202520,1134280
1347360,924560,1535480,914320,1054160,1221880,969400,1118760,931040
729840,1157080,688320,1090640,816840,691520,1116480,822600,837880
847640,1036520,785840,838680,1065680,824240,963480,783960,773760
926560,924120,809120,839520,1002000,763280,789760,1090600,769040
923080,833760,1140640,754520,876040,802400,869640,915400,772720
894920,769240,1131840,806160,715880,1144280,790520,857960,813320
487080,1044400,586200,924160,763480,581000,984200,712680,665640
720560,945640,545360,864200,1037320,672440,952840,791880,675720
749720,854600,688160,715520,1081560,705320,764120,972800,738720
757040,738040,1067680,719400,837680,735520,802000,830920,758920
760200,686600,1013280,749080,606640,992800,737240,700600,730200
249240,710200,359880,668800,602840,501040,719160,637480,578360
404320,784080,402440,670200,773600,414040,621680,471280,397240
459120,580680,484000,531400,645400,444440,504960,647840,440280
419960,482600,504280,611320,555560,530360,548680,500600,455760
446040,431800,755280,529840,461560,729880,643480,322920,453040
