494440,632880,582720,618240,659960,618680,618240,494440,624680
604040,659960,663360,604040,582720,572200,624680,659960,632880
618240,659960,663360,659960,582720,572200,618680,663760,663360
618680,659960,659960,604040,618680,624680,626000,618240,582720
618680,626000,626000,618680,604040,604040,618240,626000,615800
571720,758880,678520,713880,683280,772240,844280,657280,763400
825000,756400,700200,677520,777480,744240,719120,635040,675240
840920,699400,667200,690640,742080,709560,784200,785000,633920
773960,681840,761000,660040,730200,661000,686600,701600,666240
787640,681920,760080,704200,718240,826120,664760,767400,679720
684160,698280,633520,833560,634400,697480,875760,634120,667720
782080,710560,663720,664040,949960,723360,789280,665680,656520
797520,749560,693200,642720,861240,751480,680800,844600,673880
728360,743160,787200,654600,753200,724960,645280,780000,631800
816280,720560,776880,690640,668400,968840,629840,778960,629800
724400,749600,517960,795680,659680,570240,840840,501600,633720
850320,824600,539400,640360,858000,601040,899920,521880,627880
765880,818200,515200,646000,844240,596760,681960,813440,612440
845360,660200,879480,582120,796240,637760,624960,849200,624240
917320,683160,881320,615120,647760,893080,512600,731920,575840
595640,606320,346120,581280,360000,397160,542880,321640,569400
663240,742840,404720,499680,468600,488480,475240,311360,447680
635840,656280,447400,450320,470200,370440,373520,580320,401600
624320,436280,882000,369600,518360,421000,355640,639800,459200
667920,442920,591560,351280,448040,552240,314080,586120,378680
