NaN,1284,1294,1365,1268,1228,1165,1174,1018,732,NaN
NaN,1425,1300,1235,1304,1337,1163,1151,1039,924,544
NaN,1666,1450,1479,1234,1192,1287,1392,1025,979,NaN
NaN,1183,1431,1450,1340,NaN,NaN,986,987,NaN,708
NaN,1371,1478,1289,1237,1209,1348,1014,863,865,644
NaN,1689,1518,1293,1514,1271,1248,1238,971,868,546
NaN,NaN,1597,1416,1420,1433,1152,1206,1072,786,623
NaN,1521,1514,1639,1538,1446,1291,1252,1229,944,NaN
NaN,1560,1567,1455,1572,1379,1425,1297,1309,1042,659
NaN,1937,1679,1611,1464,1398,1437,1714,1046,1058,NaN
NaN,1469,1683,1635,1594,NaN,NaN,1236,1149,NaN,677
NaN,1669,1711,1631,1411,1444,1462,1338,1145,970,694
NaN,1989,1823,1528,1806,1504,1192,1370,1115,980,654
NaN,NaN,1827,1748,1766,1564,1283,1210,1263,979,703
NaN,1855,1812,1848,1735,1829,1530,1474,1434,914,NaN
2212,2141,2086,1853,1878,1788,1797,1664,1392,1241,637
2450,2329,2133,1997,2033,1729,1831,1897,1315,1345,NaN
2218,1874,2129,2060,2027,NaN,NaN,1550,1290,NaN,827
2182,2071,2098,2019,1725,1828,1974,1389,1379,1136,783
2306,2423,2162,1904,2143,1830,1597,1786,1490,1261,689
1881,NaN,2205,2187,1927,2079,1726,1441,1486,1300,827
2243,2274,2110,2218,2207,2048,1968,1934,1605,1279,NaN
2480,2571,2324,2129,2259,2377,2151,1894,1949,1408,677
2943,2861,2407,2140,2470,2143,2349,2300,1459,1562,NaN
2698,2243,2492,2470,2257,NaN,NaN,1896,1482,NaN,941
2500,2370,2380,2381,2311,2121,2391,1887,1725,1291,824
2648,2882,2613,2275,2612,2213,2044,2159,1613,1454,735
2755,NaN,2634,2544,2434,2386,1996,2019,1875,1484,843
2781,2620,2616,2471,2656,2451,2235,2113,2022,1520,NaN
3200,3228,2825,2548,2923,2738,2798,2274,2065,1561,808
3396,3160,2797,2494,2740,2604,2655,2813,2038,1766,NaN
3443,2702,3043,3068,2890,NaN,NaN,2295,1698,NaN,945
3141,2846,3028,2987,2665,2560,2916,2437,1933,1427,938
3280,3361,3291,2653,2960,2861,2387,2476,2106,1929,807
3137,NaN,3213,3175,2981,3039,2726,2375,2294,1788,1007
3219,3232,3182,3119,3167,3074,2642,2748,2572,1823,NaN
3768,3580,3630,3071,3782,3564,3006,2851,2424,2031,940
4316,3849,3410,3447,3629,3286,3327,3531,2155,2264,NaN
3927,3317,3952,3752,3361,NaN,NaN,2669,2094,NaN,1136
3810,3312,3496,3617,3352,3044,3319,2822,2381,1976,1053
3968,3914,4033,3309,3627,3515,2863,3250,2642,1999,1018
4170,NaN,3822,3666,3751,3583,2946,2916,2917,2180,1155
3814,3747,3717,4220,3778,3516,3099,3479,2929,2113,NaN
4590,4107,4532,3875,3858,3998,3592,3735,3202,2313,1048
