2899,3156,2744,2443,2302,2031,2001,1405,1333,1203,NaN
3114,2749,3012,2488,2092,NaN,1957,NaN,1198,1216,NaN
3166,2931,3062,2868,2191,2081,1783,1312,1130,1159,1122
3293,2793,2840,2983,2393,2042,1861,1265,1160,1163,1130
2608,2904,2967,2780,2487,2347,2017,1369,1032,NaN,1081
2898,3279,2860,2972,2603,2212,NaN,1305,1277,1153,1011
3343,2973,2910,2818,2319,2331,1921,1238,1090,1186,NaN
3570,2600,2993,2831,2434,2386,1908,1427,1152,1099,NaN
3784,3263,NaN,2967,2683,2162,1912,1292,1194,1174,NaN
3444,3709,3347,2715,2531,2325,2060,1412,1234,1166,1034
2754,2748,2377,2053,NaN,1819,NaN,NaN,662,NaN,NaN
3067,2867,2708,2605,2349,2203,1877,1472,1268,1319,NaN
3715,3430,3244,2900,2648,2154,2309,NaN,1473,1163,1187
3378,3451,3489,2663,2546,2754,2446,1551,1308,1214,1148
3740,3954,3311,2917,2793,2162,2351,1461,1385,1312,NaN
3812,3289,3730,3017,2637,NaN,2284,NaN,1230,1358,NaN
3936,3682,3505,3441,2649,2423,2040,1405,1314,1222,1113
3950,3238,3654,3502,2873,2443,2138,1381,1225,1266,1138
3346,3355,3596,3372,2870,2796,2176,1403,1326,NaN,1080
3382,4044,3769,3441,2981,2699,NaN,1295,1346,1293,1051
4054,3644,3783,3287,3013,2851,2292,1392,1341,1201,NaN
4711,3555,4047,3192,3007,2756,2295,1555,1359,1210,NaN
4317,3959,NaN,3584,3014,2710,2320,1493,1363,1278,NaN
4450,4238,3938,3509,3103,2859,2471,1562,1344,1281,983
3139,2878,2639,2423,NaN,1955,NaN,NaN,651,NaN,NaN
3689,3001,3233,2894,2603,2449,1863,1395,1477,1223,NaN
4148,3580,3877,2768,2905,2199,2225,NaN,1540,1224,1122
3882,3650,3747,2946,2485,2825,2488,1676,1340,1258,1142
4105,4360,3456,3188,2666,2701,2272,1477,1563,1307,NaN
4235,3793,3939,3231,2805,NaN,2470,NaN,1233,1362,NaN
4569,4220,4002,3744,2793,2682,2054,1385,1278,1328,1147
4413,3856,4079,3726,3177,2569,2067,1302,1339,1276,1106
4033,3939,3649,3600,3187,2897,2378,1466,1304,NaN,1086
3715,4843,4421,3825,3112,2818,NaN,1428,1374,1242,995
4521,4129,4344,3728,3409,3076,2496,1330,1396,1162,NaN
5138,4016,4155,3903,3582,2913,2316,1570,1338,1109,NaN
5254,4327,NaN,3738,3491,2721,2642,1495,1389,1275,NaN
5211,4651,4411,3102,3394,3119,2527,1561,1419,1243,949
3488,3308,2962,2730,NaN,1989,NaN,NaN,745,NaN,NaN
4277,3628,3587,3088,2683,2509,1892,1539,1617,1185,NaN
4777,4178,4346,3500,2680,2377,2547,NaN,1718,1454,1108
4662,4395,4229,3356,2782,3036,2681,1675,1420,1374,1122
5079,4514,4126,3128,2852,2935,2662,1657,1580,1444,NaN
4989,4351,4430,3661,2903,NaN,2510,NaN,1338,1418,NaN
5210,4879,4608,4362,2947,2693,2420,1459,1449,1358,1144
5267,4483,4333,4599,3271,2661,2413,1414,1401,1291,1184
4176,4583,4994,4203,3419,3135,2415,1522,1183,NaN,1089
4297,5529,5271,4687,3379,3240,NaN,1622,1463,1299,996
4926,4854,4987,4257,3765,3349,2808,1573,1530,1176,NaN
5842,4079,4952,4496,4037,3123,2612,1568,1446,1177,NaN
5234,4365,NaN,4400,3769,3001,2570,1728,1543,1430,NaN
5684,5427,4997,3999,3838,3444,2832,1721,1384,1199,1029
3980,3891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4920,4474,NaN,NaN,NaN,NaN,NaN,NaN,1798,1262,NaN
5327,4717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1578,1170
5335,5180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1517,1169
5728,5903,4520,NaN,NaN,NaN,NaN,NaN,NaN,1562,NaN
6190,5107,5411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6131,NaN,5467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1164
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1491,1031
NaN,NaN,NaN,NaN,NaN,NaN,NaN,1663,NaN,1223,NaN
NaN,NaN,NaN,NaN,NaN,3420,2758,1817,1538,1261,NaN
NaN,NaN,NaN,NaN,NaN,3259,3179,1906,1757,1610,NaN
6722,6292,5995,4400,NaN,3819,3063,1851,1740,1337,945
4496,4083,3775,3405,NaN,1978,NaN,NaN,738,NaN,NaN
5584,5044,4613,3885,3374,2916,2202,1892,2036,1265,NaN
6008,4923,4581,4788,3901,2882,2776,NaN,2032,1658,1199
5798,5448,5816,5058,3727,3562,2976,1899,1907,1679,1105
6557,7002,5196,4477,3982,3486,3096,2064,2003,1590,NaN
6787,5929,5987,4793,3567,NaN,2907,NaN,1732,1716,NaN
7329,6712,6035,4960,3959,3339,2830,1747,1672,1516,1168
7603,6159,6517,6140,4101,3181,2960,1695,1867,1561,1142
5520,6288,5840,5546,3933,3457,2666,1857,1510,NaN,1028
6862,7219,7055,5941,4016,4190,NaN,1980,1540,1427,927
8108,6677,6718,5718,4848,3754,3147,1919,1794,1124,NaN
8230,5880,6410,5867,4381,4076,2597,2006,1780,1497,NaN
7660,6876,NaN,5782,4552,3629,2806,2165,2110,1724,NaN
7104,6597,6469,5524,4918,3792,3196,2020,1842,1301,999
5500,5004,4432,3756,NaN,1995,NaN,NaN,806,NaN,NaN
6798,5369,5468,4049,3771,2957,2479,2265,2220,1523,NaN
7850,7328,6257,5787,4151,3450,2987,NaN,2214,1832,1092
7550,7260,7240,5871,3840,3705,3006,2472,2108,1885,1313
8278,8648,5955,4379,4143,3956,3338,2009,2256,1930,NaN
8749,7348,7040,6210,3978,NaN,2555,NaN,2078,1612,NaN
NaN,8329,6802,6424,4136,4228,3158,2083,1945,1682,1173
NaN,7143,7467,6989,4630,3529,2691,1805,1995,1830,1246
7589,7840,7911,6397,4782,4191,3205,2067,1651,NaN,1109
7847,8312,7259,6833,5262,4690,NaN,2424,1816,1551,1156
9238,8210,6749,6486,5153,4537,3754,2259,2050,1478,NaN
10135,7159,8134,6061,5277,3977,3330,2380,2162,1550,NaN
9530,8637,NaN,6257,5790,4113,3230,2295,2298,1974,NaN
9082,8684,8150,5685,5278,4623,3626,2343,2173,1810,1051
6340,5726,4738,4093,NaN,2011,NaN,NaN,850,NaN,NaN
7186,7026,6300,5132,3980,2920,2866,2352,2507,1556,NaN
9231,9133,7355,6546,4711,3455,3473,NaN,2577,2199,1325
9046,9395,8917,6521,4639,4231,3212,2529,2419,2182,1374
9717,10587,7302,6832,4773,3548,3859,2867,2468,2094,NaN
10012,8326,8021,7546,5292,NaN,3491,NaN,2107,2175,NaN
10155,9436,8652,7648,4855,4362,3029,2345,2174,2085,1204
11152,8516,9336,8262,5243,3943,3304,2222,2387,2137,1301
9226,8894,9039,7229,5923,4559,3871,2424,1956,NaN,1338
9218,9432,8984,8000,5844,4882,NaN,2873,2103,1545,1365
11259,9603,8144,7973,6068,4496,3831,2555,2504,1754,NaN
11573,8320,8828,6828,6171,4934,3803,2460,2418,1690,NaN
11054,9778,NaN,7143,5952,4865,3163,2732,2653,2116,NaN
10814,9828,8380,6769,6014,4273,3975,2626,2553,1748,1170
7359,6403,5408,4489,NaN,2044,NaN,NaN,968,NaN,NaN
8033,8105,7355,5832,4657,3305,3242,2964,2973,2076,NaN
10411,11134,9014,7059,5486,3629,4008,NaN,2960,2487,1463
10543,11725,9969,8555,5483,5168,4230,3296,2905,2493,1614
11485,12366,8964,7893,5605,5375,4585,3203,3147,2939,NaN
12562,10188,9821,9118,6188,NaN,3889,NaN,2783,2607,NaN
11681,11444,9978,8966,6008,5540,3929,3263,2646,2427,1378
13232,10128,11319,10611,7150,4719,4205,2683,2987,2535,1361
10554,10118,10986,8652,6639,5003,4610,3209,2345,NaN,1418
9636,11896,11101,8697,5897,5910,NaN,3297,2518,2407,1521
14723,11304,9552,7881,6267,5328,5077,3189,2807,2141,NaN
12596,10946,10651,8785,7616,5665,4418,2738,2853,2194,NaN
12006,11688,NaN,8159,6865,5177,3631,3465,3224,3087,NaN
12527,11378,10872,7983,7325,5427,5040,3346,3093,2077,1318
8479,7415,6439,4848,NaN,2533,NaN,NaN,1060,NaN,NaN
10268,8890,8437,6129,4848,3726,3668,3456,3356,2306,NaN
13959,11350,9298,8677,6652,4962,4551,NaN,3361,2632,1435
12254,13369,11456,9413,5919,5695,4380,3744,3175,3017,1544
13034,14038,10151,9810,6439,4959,4447,4034,3768,3226,NaN
16460,13928,12000,9060,6487,NaN,4575,NaN,3479,2843,NaN
13176,12849,12583,10744,6883,6335,4383,3627,2940,2836,1549
14467,11247,11116,12021,8170,5166,5070,2936,3069,2977,1539
12336,12423,11030,8528,8260,5598,5390,3853,2864,NaN,1379
12104,14216,11514,10887,7716,6510,NaN,3664,3591,3084,1643
15547,11900,11885,9399,8437,6020,5308,3735,3357,2119,NaN
13269,11793,12128,9192,7914,5342,4598,3858,3371,2674,NaN
12287,12545,NaN,9185,6697,6283,4812,4184,3815,3296,NaN
15025,12078,12424,9015,7317,6320,4715,3620,3795,2436,1401
9061,7679,7178,5402,NaN,2725,NaN,NaN,1180,NaN,NaN
12143,9763,9185,7401,6239,4574,4261,3717,3795,2719,NaN
17176,11707,11990,9088,7421,5285,5223,NaN,4147,3216,1713
11939,15608,13597,10216,6255,6762,5590,4780,3878,3305,1782
16252,15467,12339,10874,7148,6038,5628,4746,4837,3640,NaN
18959,15462,15510,10648,8623,NaN,5267,NaN,3993,3603,NaN
17407,14167,14068,13420,7902,7406,4395,4872,3761,3477,1708
18164,14636,15745,13562,8524,6678,6073,3561,4076,3886,1564
17900,12517,12596,9067,11187,7710,5685,5054,3438,NaN,1480
17188,16223,12471,11245,7691,7634,NaN,4444,3876,3766,1876
17966,14558,12797,10408,8442,6539,5847,4177,4018,3170,NaN
16380,14683,15249,11053,9687,7096,4878,4195,3875,3193,NaN
14346,14048,NaN,11968,8264,6795,4513,4569,4724,3864,NaN
17198,15591,13518,10948,9131,6971,6515,4593,4514,2792,1473
